name,age,height_cm,body_type,job_type,salary_lpa,family_networth,family_occupation,religion,cast,nri,fairness,dowry
Tarak Sha,25,163,heavy,government job,16.4,373.25,politics,hindu,sc,yes,fair,55.33
Chandran Ahuja,27,160,athletic,private job,23.42,385.13,service,jain,obc,yes,very fair,123.13
Banjeet Narayanan,22,199,heavy,business,21.05,489.52,business,hindu,sc,yes,fair,57.09
Aarush Goswami,30,186,slim,startup,36.7,384.23,professional,jain,sc,no,very fair,109.6
Hardik Madan,27,200,avrage,government job,28.25,202.07,business,hindu,st,yes,very fair,101.81
Frado Balakrishnan,30,189,athletic,business,10.85,10.18,agriculture,hindu,general,yes,bark,148.76
Sarthak Oza,23,155,avrage,business,36.4,216.0,business,jain,general,no,fair,127.3
Aryan Sachdeva,45,195,slim,business,28.93,290.48,professional,hindu,obc,yes,fair,34.97
Hemang Gupta,46,178,slim,business,28.85,178.5,service,buddhist,sc,yes,wheatish,100.73
Balhaar Kalla,30,157,avrage,startup,26.06,339.17,professional,muslim,obc,no,fair,46.36
Aarav Mishra,36,164,avrage,private job,3.76,13.68,agriculture,jain,obc,yes,bark,82.86
Manan Choudhary,40,189,athletic,government job,6.88,485.95,professional,muslim,sc,no,wheatish,22.92
Faraj Chakrabarti,33,160,heavy,private job,11.2,272.4,service,jain,obc,no,fair,131.45
Dakshesh Merchant,36,184,avrage,business,21.7,77.55,service,sikh,st,no,wheatish,128.83
Kevin Raghavan,28,166,slim,self employee,7.37,272.57,business,buddhist,general,yes,fair,76.54
Ekapad Divan,32,171,slim,business,11.79,159.51,business,hindu,general,yes,wheatish,145.94
Yug Nazareth,32,179,heavy,government job,15.26,489.79,politics,buddhist,sc,no,wheatish,87.58
Kalpit Mahajan,46,160,avrage,business,4.8,233.24,service,sikh,general,no,fair,10.15
Girindra Chowdhury,39,184,heavy,startup,16.45,145.13,business,hindu,sc,no,very fair,77.59
Rushil Bail,33,178,heavy,government job,30.99,57.54,service,hindu,obc,no,fair,140.68
Veer Ratti,33,160,heavy,government job,20.68,383.89,business,sikh,obc,yes,fair,118.32
Tristan Doshi,38,200,avrage,self employee,38.88,119.73,agriculture,jain,sc,yes,wheatish,149.24
Abdul Srinivasan,27,160,slim,self employee,27.02,175.03,service,muslim,general,no,fair,44.92
Umang Choudhary,44,180,heavy,private job,28.6,416.88,agriculture,jain,general,no,fair,113.37
Umang Shukla,31,171,avrage,private job,7.58,374.77,service,muslim,st,no,very fair,47.81
Viraj Master,29,155,athletic,business,25.67,336.26,business,christin,general,yes,wheatish,61.67
Wyatt Yohannan,46,192,athletic,private job,15.6,265.65,politics,christin,sc,no,very fair,100.16
Baljiwan Keer,33,195,athletic,private job,18.96,452.28,politics,muslim,st,no,bark,103.32
Aarnav Dugar,43,179,slim,government job,13.65,210.86,agriculture,muslim,st,yes,wheatish,12.36
Gaurang Chad,37,165,slim,startup,36.26,347.88,agriculture,hindu,obc,yes,very fair,48.16
Udant Gupta,29,191,avrage,startup,16.96,144.63,business,jain,general,yes,fair,119.63
Onveer Mangal,32,172,athletic,startup,5.07,382.9,agriculture,hindu,obc,yes,bark,138.33
Jason Dass,40,170,athletic,private job,38.81,183.59,professional,christin,obc,no,wheatish,98.17
Karan Dara,48,200,athletic,private job,25.43,181.47,politics,hindu,st,yes,very fair,122.32
Isaiah Dube,41,172,heavy,private job,31.73,459.09,professional,jain,general,yes,very fair,132.6
Chatresh Dora,47,170,slim,government job,25.32,220.04,business,buddhist,obc,no,bark,34.52
Udant Acharya,27,198,heavy,private job,9.56,345.53,politics,christin,sc,no,very fair,29.22
Aayush Sengupta,32,159,heavy,startup,3.6,208.28,agriculture,christin,obc,no,very fair,52.79
Falan Barman,30,196,avrage,business,7.53,477.19,business,buddhist,sc,yes,fair,90.2
Dev Saran,44,159,avrage,government job,25.92,295.23,agriculture,muslim,sc,no,fair,77.19
Hemang Thakur,40,162,athletic,startup,33.99,302.08,agriculture,sikh,general,no,fair,94.79
Naveen Jayaraman,27,197,heavy,government job,35.46,172.79,business,sikh,obc,yes,very fair,55.85
Qadim Dora,32,163,athletic,private job,31.77,185.99,professional,muslim,st,no,wheatish,55.21
Upkaar Karpe,32,162,slim,private job,12.14,493.23,agriculture,muslim,general,no,wheatish,33.68
Vedant Mukherjee,43,179,heavy,self employee,28.88,210.63,business,sikh,st,yes,bark,94.78
Jatin Dora,32,186,athletic,business,7.55,39.34,agriculture,christin,sc,no,bark,21.58
Andrew Rai,31,187,slim,business,17.27,174.5,agriculture,hindu,sc,no,very fair,132.68
Raghav Chanda,41,189,avrage,startup,19.19,475.57,agriculture,hindu,st,no,fair,102.49
Chatresh Barad,47,159,heavy,startup,12.14,388.23,professional,christin,obc,no,fair,35.14
Naksh Shetty,28,191,athletic,government job,16.09,392.06,service,hindu,sc,yes,bark,138.62
Advay Mishra,41,187,slim,business,8.0,306.18,service,christin,general,no,bark,42.6
Abhimanyu Sheth,46,190,avrage,self employee,15.84,404.76,agriculture,christin,obc,no,fair,80.84
Jeremiah Kakar,21,172,heavy,self employee,18.21,239.68,professional,christin,obc,yes,fair,70.57
Wyatt Dara,32,181,slim,business,39.86,238.95,politics,muslim,st,no,wheatish,68.82
Faraj Narasimhan,40,165,heavy,self employee,9.04,116.96,service,sikh,st,yes,wheatish,93.74
Om Sastry,22,157,slim,self employee,22.42,484.88,business,christin,st,no,bark,34.1
Faqid Puri,26,166,athletic,private job,13.68,64.86,politics,muslim,obc,yes,wheatish,75.44
Noah Vaidya,22,160,athletic,startup,26.99,352.96,professional,buddhist,obc,yes,very fair,141.6
Abhimanyu Kaur,26,196,slim,private job,21.02,286.77,business,sikh,general,no,fair,25.41
Harish Kohli,45,176,athletic,startup,27.14,432.57,business,hindu,general,no,bark,47.7
Wriddhish Chaudry,40,192,athletic,private job,26.19,393.23,service,buddhist,obc,no,very fair,144.19
Avi Pillai,37,184,athletic,business,22.93,85.31,professional,muslim,general,no,wheatish,68.93
Wriddhish Dar,45,195,avrage,business,35.87,468.15,service,sikh,general,yes,fair,142.47
Christopher Pandey,48,186,avrage,government job,5.57,376.9,professional,sikh,obc,no,fair,144.86
Aarnav Chawla,23,181,heavy,business,8.76,260.79,service,buddhist,obc,no,fair,106.06
Yatin Dayal,38,192,slim,government job,12.45,469.46,service,buddhist,general,no,bark,70.58
Isaac Rege,28,191,athletic,government job,33.12,454.6,professional,buddhist,st,yes,fair,57.02
Ekavir Kumar,37,181,athletic,self employee,13.94,461.22,politics,christin,sc,no,very fair,20.49
Avi Behl,45,175,avrage,startup,15.52,242.76,business,christin,obc,no,very fair,110.11
Tarak Jani,30,160,avrage,self employee,33.07,489.94,professional,buddhist,obc,no,very fair,24.74
Chatresh Solanki,36,176,heavy,business,36.95,448.54,professional,sikh,obc,no,bark,45.5
Ronith Garde,32,181,slim,startup,13.75,352.1,politics,jain,sc,yes,fair,88.94
Wyatt Dixit,25,174,slim,business,35.66,205.32,agriculture,christin,general,yes,very fair,108.68
Pranav Shere,41,168,athletic,private job,6.6,241.8,agriculture,sikh,sc,yes,wheatish,60.37
Yatan Saran,29,186,heavy,private job,23.19,183.67,service,hindu,general,no,fair,38.91
Balendra Sharma,23,179,avrage,self employee,38.47,131.88,agriculture,hindu,obc,no,wheatish,139.37
Dalbir Bhakta,41,167,heavy,private job,21.36,419.74,politics,christin,sc,yes,wheatish,142.52
Ayush Prabhu,43,157,avrage,startup,15.91,326.82,agriculture,jain,sc,no,fair,10.59
Dakshesh Menon,42,189,heavy,government job,38.43,229.37,agriculture,buddhist,st,yes,bark,22.48
Hemang Sachdeva,38,179,slim,startup,32.0,397.14,politics,christin,sc,no,very fair,23.43
Lohit Thakur,39,191,slim,private job,36.23,356.27,professional,jain,st,yes,very fair,25.05
Ekaraj Majumdar,34,187,athletic,self employee,37.58,438.57,service,jain,st,yes,bark,47.8
Faraj Kaur,35,198,athletic,government job,9.39,195.25,professional,hindu,obc,yes,very fair,121.11
Ishwar Bhakta,25,177,slim,government job,37.31,182.08,politics,hindu,obc,yes,wheatish,102.5
Isaiah Vaidya,28,196,slim,government job,32.12,276.59,politics,hindu,obc,yes,fair,31.97
Faraj Chad,28,156,heavy,self employee,33.71,124.28,agriculture,christin,general,no,fair,122.78
Joshua Dhillon,34,164,avrage,business,10.98,242.51,business,christin,obc,yes,very fair,87.89
Tristan Rai,22,177,heavy,business,28.91,183.52,professional,christin,sc,yes,very fair,87.8
Simon Pathak,39,167,slim,government job,17.83,403.13,service,buddhist,sc,yes,bark,101.43
Fariq Bath,39,197,avrage,government job,4.3,416.78,politics,muslim,sc,yes,very fair,91.39
Kai Cherian,32,163,athletic,startup,31.73,481.05,service,jain,obc,yes,wheatish,21.1
Parth Sarkar,23,178,avrage,government job,17.48,223.15,agriculture,buddhist,sc,yes,wheatish,78.17
Ekaraj Ratti,39,198,slim,business,9.9,123.05,service,muslim,sc,yes,bark,101.87
Rayaan Sachar,42,199,avrage,private job,23.5,202.02,agriculture,sikh,obc,no,very fair,30.32
Girindra Varty,31,194,heavy,self employee,5.29,420.7,politics,buddhist,obc,yes,bark,97.73
Hemang Handa,30,165,slim,government job,17.84,261.85,service,sikh,obc,no,fair,94.2
Fitan Sule,22,198,heavy,private job,36.32,289.38,politics,jain,st,yes,bark,96.82
Maanav Bhargava,47,180,heavy,business,12.62,34.59,professional,sikh,obc,no,very fair,32.26
Andrew Rege,44,162,athletic,government job,5.46,499.75,service,jain,obc,no,wheatish,61.37
Azad Rana,31,155,slim,private job,14.3,389.85,politics,buddhist,st,yes,wheatish,70.84
Andrew Rama,40,184,heavy,startup,17.95,343.56,politics,muslim,st,yes,fair,34.28
Aadi Bhandari,39,166,athletic,private job,10.31,124.92,politics,jain,obc,no,wheatish,22.28
Frado Joshi,23,194,avrage,private job,31.64,254.48,agriculture,muslim,st,no,very fair,21.22
Charan Chada,37,189,athletic,self employee,13.24,142.55,professional,jain,general,no,wheatish,57.94
Samar Vala,30,160,avrage,startup,5.1,392.83,politics,jain,sc,yes,very fair,48.88
Anay Bora,48,162,slim,startup,30.62,435.91,service,christin,sc,yes,bark,58.3
Kalpit Dugal,24,156,athletic,business,10.91,256.87,agriculture,buddhist,st,yes,very fair,109.03
Isaiah Char,25,160,heavy,government job,7.18,234.89,politics,muslim,obc,yes,wheatish,56.39
Rushil Parikh,26,182,slim,startup,35.71,259.24,business,buddhist,st,no,fair,139.19
Liam Khurana,36,179,slim,startup,11.98,147.15,service,buddhist,general,yes,very fair,82.89
Zaid Vig,40,164,athletic,private job,6.68,189.56,business,jain,obc,yes,very fair,70.35
Mitesh Saraf,43,179,slim,government job,28.77,348.25,service,muslim,st,no,bark,84.77
Yatin Grover,48,163,slim,government job,21.82,30.98,service,sikh,st,no,fair,128.83
Sai Dada,48,172,slim,business,7.16,450.47,politics,sikh,obc,no,fair,115.77
Laban Dutta,44,180,avrage,government job,20.08,385.95,politics,christin,general,no,very fair,66.82
Wyatt Rege,48,172,athletic,private job,29.83,96.41,business,jain,st,yes,wheatish,94.17
Rayaan Aurora,33,175,heavy,startup,11.43,156.29,agriculture,christin,obc,no,wheatish,127.99
Mohammed Doshi,43,196,heavy,business,3.12,460.09,business,jain,obc,no,bark,31.29
Warjas Bora,42,196,athletic,private job,15.2,266.73,business,hindu,obc,no,fair,34.85
Maanav Tak,34,179,heavy,startup,3.19,120.46,service,buddhist,general,no,fair,107.87
Tristan Luthra,37,173,slim,government job,30.75,48.85,politics,sikh,st,yes,bark,109.34
Girik Natt,41,167,slim,self employee,35.6,49.5,service,sikh,sc,yes,very fair,127.58
Nakul Sinha,42,169,athletic,private job,31.29,113.18,agriculture,buddhist,st,no,fair,105.04
Rehaan Goyal,44,171,athletic,business,35.86,103.66,service,buddhist,st,yes,very fair,46.25
Ranbir Chaudhuri,40,161,slim,government job,20.68,199.26,agriculture,hindu,sc,no,fair,50.75
Neel Mane,36,160,slim,self employee,32.76,95.94,professional,hindu,sc,yes,wheatish,143.67
Yug Bhatnagar,39,197,avrage,self employee,36.51,445.49,service,jain,sc,yes,bark,146.77
Dalbir Gopal,47,168,slim,business,7.89,267.64,professional,sikh,st,no,fair,90.5
Chatura Rai,47,166,heavy,startup,6.98,139.66,politics,buddhist,obc,no,very fair,130.64
Jagdish Bahri,36,162,athletic,business,11.35,14.42,professional,sikh,sc,no,bark,96.11
Rehaan Bora,42,162,avrage,private job,3.76,414.7,professional,hindu,sc,yes,very fair,42.6
Isaiah Majumdar,41,186,slim,startup,18.72,29.86,politics,hindu,st,no,very fair,52.7
Harish Madan,41,155,athletic,private job,11.19,193.8,professional,christin,obc,no,wheatish,102.88
Parth Choudhary,40,191,avrage,self employee,37.96,451.55,service,hindu,general,yes,fair,49.63
Sathvik Sachdev,33,190,avrage,business,27.38,110.96,business,christin,st,no,wheatish,103.46
Jackson Chand,44,171,athletic,government job,14.68,260.51,service,muslim,st,yes,very fair,55.68
Xavier Ravel,34,155,avrage,self employee,20.36,135.49,business,christin,sc,no,very fair,72.61
Faraj Munshi,45,160,heavy,startup,38.22,235.97,business,hindu,general,yes,very fair,107.58
Aayush Srivastava,27,159,athletic,self employee,36.79,63.51,business,buddhist,general,yes,bark,35.28
Nathan Banik,43,169,heavy,self employee,3.96,451.91,business,jain,obc,no,wheatish,123.52
Atharv Dhillon,24,200,athletic,self employee,36.39,378.94,business,jain,obc,no,bark,57.92
Ayush More,46,170,athletic,private job,8.01,47.74,business,sikh,sc,yes,bark,106.8
Chatresh Parmer,21,200,avrage,government job,34.71,150.5,politics,hindu,obc,yes,bark,47.88
Zashil Tripathi,38,161,athletic,government job,14.19,303.39,agriculture,hindu,obc,no,wheatish,143.02
Naksh Jayaraman,34,172,avrage,private job,21.87,370.55,professional,christin,obc,yes,very fair,137.05
Madhav Khanna,34,180,slim,government job,27.95,202.46,service,buddhist,general,no,very fair,114.82
Ayush Divan,46,175,slim,business,20.61,286.83,politics,buddhist,obc,yes,fair,100.01
Andrew Patla,27,160,athletic,self employee,39.07,466.48,professional,sikh,sc,yes,wheatish,59.76
Laksh Dugar,24,159,athletic,self employee,19.33,299.61,politics,jain,general,yes,very fair,82.66
Darpan Brar,24,187,avrage,private job,36.48,449.98,service,buddhist,sc,yes,bark,71.02
Kabir Goyal,24,195,athletic,government job,28.04,67.35,professional,hindu,st,no,wheatish,34.04
Jagdish Bhavsar,26,161,avrage,government job,37.05,329.86,professional,buddhist,st,no,very fair,107.78
Udarsh Dhaliwal,23,182,heavy,government job,6.16,219.18,business,sikh,general,yes,wheatish,54.6
Jackson Menon,38,189,athletic,startup,13.52,299.02,business,sikh,st,yes,very fair,142.19
Kalpit Grewal,39,174,heavy,startup,17.9,72.81,professional,christin,st,yes,fair,109.72
Rishi Kashyap,45,163,athletic,private job,6.21,297.47,politics,christin,general,yes,bark,57.45
Nihal Mohan,32,196,heavy,self employee,28.5,451.71,politics,buddhist,general,no,fair,132.2
Ikbal Johal,35,172,avrage,business,30.82,25.41,agriculture,buddhist,sc,no,wheatish,95.67
Rishi Tara,21,158,avrage,business,9.05,452.9,professional,jain,st,no,bark,146.79
Sarthak Bala,45,184,heavy,private job,33.07,418.49,service,hindu,obc,yes,fair,116.24
Benjamin Sami,46,161,avrage,self employee,16.1,398.08,professional,sikh,st,yes,bark,62.38
Raghav Chakrabarti,33,177,athletic,private job,30.91,104.7,professional,christin,general,yes,very fair,122.96
Charan More,37,197,heavy,government job,6.05,388.65,agriculture,muslim,general,yes,bark,80.67
Logan Borah,48,189,athletic,startup,8.78,440.51,business,christin,sc,no,very fair,133.32
Alexander Parmer,24,174,athletic,private job,11.2,422.11,politics,muslim,general,yes,fair,115.81
Gaurang Samra,32,174,avrage,startup,5.01,118.88,service,sikh,general,no,very fair,33.25
Aayush Minhas,39,155,avrage,startup,16.03,147.81,service,jain,general,yes,wheatish,48.38
Daksh Bhatt,34,185,slim,private job,19.36,438.71,professional,muslim,general,no,wheatish,134.07
Mitesh Sharma,45,188,athletic,startup,22.01,418.55,agriculture,muslim,st,yes,very fair,122.78
Ranveer Karan,36,187,heavy,private job,30.31,90.62,service,sikh,general,yes,fair,105.53
Abhimanyu Borah,25,159,heavy,private job,29.07,467.44,professional,christin,obc,no,fair,61.79
Ekbal Ramachandran,22,184,athletic,private job,13.78,433.33,professional,sikh,obc,yes,wheatish,85.27
Agastya Char,26,182,slim,startup,20.06,327.83,politics,buddhist,obc,yes,bark,66.03
Jairaj Khurana,45,198,slim,government job,36.24,343.49,business,buddhist,general,no,fair,75.74
Caleb Uppal,34,170,avrage,government job,21.68,182.04,service,muslim,st,no,wheatish,61.57
Jackson Bobal,43,191,athletic,government job,35.39,249.71,professional,hindu,obc,no,very fair,141.74
Ranbir Chaudhry,40,167,athletic,private job,22.73,65.63,service,buddhist,st,yes,wheatish,99.12
Laksh Nayar,27,176,avrage,private job,22.23,77.27,politics,hindu,general,yes,bark,23.44
Ekansh Sha,31,183,slim,government job,8.48,309.08,agriculture,sikh,sc,no,very fair,102.27
Jackson Bora,37,189,slim,startup,17.05,175.61,service,buddhist,sc,yes,very fair,64.13
Max Butala,21,163,heavy,startup,29.54,17.05,agriculture,christin,st,yes,bark,33.56
Liam Patla,29,195,athletic,self employee,29.06,365.28,professional,jain,sc,yes,wheatish,43.83
Kiaan Walla,25,175,slim,business,21.72,424.69,service,sikh,sc,no,very fair,65.55
Aayush Khalsa,26,167,avrage,government job,4.57,224.64,service,buddhist,sc,no,bark,91.16
Patrick Chana,24,189,athletic,business,33.12,175.9,business,hindu,sc,yes,bark,85.79
Imaran Krishna,44,162,avrage,self employee,35.73,43.66,professional,muslim,obc,no,very fair,45.17
Balvan Agate,35,172,slim,private job,37.8,185.69,politics,hindu,obc,yes,very fair,79.03
Peter Gopal,36,182,athletic,government job,30.73,209.04,politics,hindu,obc,no,fair,17.79
Anmol Chadha,30,162,athletic,government job,5.91,35.96,agriculture,hindu,st,yes,very fair,70.09
Ranbir Borah,21,187,athletic,government job,15.06,41.62,agriculture,sikh,obc,yes,bark,65.68
Balveer Barad,32,186,athletic,startup,34.3,97.03,service,sikh,obc,yes,fair,56.48
Agastya Khanna,28,174,heavy,private job,23.17,257.33,agriculture,jain,sc,no,fair,129.02
Balendra Mohan,24,197,heavy,business,35.84,271.48,professional,buddhist,sc,yes,fair,128.12
Ekaraj Lal,27,193,heavy,government job,14.23,432.15,business,muslim,general,no,bark,147.42
Chakradhar Sinha,21,187,slim,self employee,25.13,227.09,professional,muslim,sc,no,bark,125.33
Aadi Mohanty,45,160,heavy,startup,25.48,269.4,professional,sikh,obc,yes,bark,77.73
Hitesh Vig,21,196,avrage,private job,32.07,268.49,professional,buddhist,general,yes,wheatish,45.44
Azaan Nigam,21,162,athletic,startup,24.72,129.62,politics,muslim,obc,no,wheatish,89.8
Mitesh Toor,39,170,athletic,startup,10.33,153.06,agriculture,muslim,obc,yes,wheatish,117.28
Liam Venkataraman,26,185,slim,self employee,19.75,387.68,professional,jain,obc,yes,bark,13.89
Aarush Karpe,25,157,athletic,self employee,3.51,438.47,service,buddhist,sc,yes,very fair,147.35
Mitesh Pall,45,199,athletic,business,32.03,186.16,professional,buddhist,obc,yes,bark,45.67
Ayushman Verma,33,169,heavy,private job,29.34,89.33,service,buddhist,obc,no,fair,38.51
Kalpit More,27,197,slim,private job,29.8,414.68,service,buddhist,obc,no,bark,80.36
Tanveer Ahuja,28,177,slim,self employee,8.03,481.46,agriculture,muslim,sc,no,fair,69.45
Madhav Bora,32,180,avrage,private job,29.28,433.53,politics,christin,obc,no,wheatish,105.08
